precinct,country,county_lat,county_long,constitution,Democratic-Farmer-Labor,american delta,libertarian,green,republican,,Independence,Socialist Workers,Legal Marijuana Now
BYRON|5,Olmsted County,44.003429,-92.406722,9,1073,2,152,41,1640,30,71,1,16
CASCADE TWP. P-1|10,Olmsted County,44.003429,-92.406722,6,629,0,60,14,678,17,49,0,5
CASCADE TWP. P-2A|11,Olmsted County,44.003429,-92.406722,0,66,0,6,1,102,3,3,0,0
CASCADE TWP. P-3A|12,Olmsted County,44.003429,-92.406722,0,37,0,4,1,54,0,1,0,0
CASCADE TWP. P-4|13,Olmsted County,44.003429,-92.406722,0,0,0,0,0,0,0,0,0,0
CHATFIELD|15,Olmsted County,44.003429,-92.406722,4,219,2,36,14,335,8,13,0,3
DOVER TWP.|25,Olmsted County,44.003429,-92.406722,2,56,1,2,4,148,2,4,0,2
DOVER|20,Olmsted County,44.003429,-92.406722,0,118,0,30,2,221,4,5,0,2
ELMIRA TWP.|30,Olmsted County,44.003429,-92.406722,1,74,1,8,0,135,0,2,0,0
EYOTA TWP.|40,Olmsted County,44.003429,-92.406722,4,66,0,13,0,204,0,7,0,0
EYOTA|35,Olmsted County,44.003429,-92.406722,2,306,0,51,12,576,13,16,1,3
FARMINGTON TWP.|45,Olmsted County,44.003429,-92.406722,2,72,0,6,1,165,0,6,0,3
HAVERHILL TWP|50,Olmsted County,44.003429,-92.406722,2,386,2,27,8,476,7,25,0,1
HIGH FOREST TWP.|55,Olmsted County,44.003429,-92.406722,0,147,0,32,3,421,2,17,0,1
KALMAR TWP.|60,Olmsted County,44.003429,-92.406722,9,205,0,26,10,405,9,19,0,5
MARION TWP. P-1|65,Olmsted County,44.003429,-92.406722,10,784,2,90,21,1349,21,27,1,6
MARION TWP. P-2|66,Olmsted County,44.003429,-92.406722,0,0,0,0,0,1,0,0,0,0
NEW HAVEN TWP.|70,Olmsted County,44.003429,-92.406722,3,248,0,50,11,459,6,22,1,3
ORION TWP.|75,Olmsted County,44.003429,-92.406722,1,101,0,16,1,181,6,10,0,1
ORONOCO TWP.|85,Olmsted County,44.003429,-92.406722,4,442,3,60,14,781,9,28,0,4
ORONOCO|80,Olmsted County,44.003429,-92.406722,5,300,1,41,8,481,13,25,0,3
PINE ISLAND|88,Olmsted County,44.003429,-92.406722,0,154,0,40,5,217,3,14,0,1
PLEASANT GROVE TWP.|90,Olmsted County,44.003429,-92.406722,2,104,0,21,5,313,4,12,1,3
QUINCY TWP.|95,Olmsted County,44.003429,-92.406722,2,50,0,5,1,113,0,3,0,0
ROCHESTER TWP P-1|210,Olmsted County,44.003429,-92.406722,5,572,2,34,16,480,22,27,0,0
ROCHESTER TWP P-2|211,Olmsted County,44.003429,-92.406722,0,0,0,0,0,0,0,0,0,0
ROCHESTER TWP P-3|212,Olmsted County,44.003429,-92.406722,0,3,0,0,0,2,0,0,0,0
ROCHESTER TWP P-4|213,Olmsted County,44.003429,-92.406722,0,10,0,4,0,17,0,0,0,0
ROCHESTER W1 P10|114,Olmsted County,44.003429,-92.406722,1,200,0,17,4,202,7,15,0,3
ROCHESTER W1 P11|116,Olmsted County,44.003429,-92.406722,1,433,0,46,5,397,8,17,0,0
ROCHESTER W1 P12|118,Olmsted County,44.003429,-92.406722,0,116,0,20,5,142,3,5,0,2
ROCHESTER W1 P1|96,Olmsted County,44.003429,-92.406722,4,329,2,32,15,297,10,20,0,1
ROCHESTER W1 P2|98,Olmsted County,44.003429,-92.406722,3,425,1,47,19,470,8,24,0,5
ROCHESTER W1 P3|100,Olmsted County,44.003429,-92.406722,2,708,0,63,33,811,11,45,0,6
ROCHESTER W1 P4|102,Olmsted County,44.003429,-92.406722,2,216,0,24,9,275,4,14,1,3
ROCHESTER W1 P5|104,Olmsted County,44.003429,-92.406722,3,506,0,57,26,648,12,43,1,5
ROCHESTER W1 P6|106,Olmsted County,44.003429,-92.406722,0,147,0,11,5,123,0,7,0,1
ROCHESTER W1 P7|108,Olmsted County,44.003429,-92.406722,11,735,0,57,23,689,16,44,2,4
ROCHESTER W1 P8|110,Olmsted County,44.003429,-92.406722,0,466,0,23,9,451,13,28,0,2
ROCHESTER W1 P9|112,Olmsted County,44.003429,-92.406722,3,425,0,52,6,422,13,25,0,1
ROCHESTER W2 P1|122,Olmsted County,44.003429,-92.406722,6,565,0,49,21,229,11,38,0,4
ROCHESTER W2 P2|124,Olmsted County,44.003429,-92.406722,2,1102,0,62,15,419,14,37,0,0
ROCHESTER W2 P3|126,Olmsted County,44.003429,-92.406722,3,654,0,52,17,489,10,21,0,4
ROCHESTER W2 P4|128,Olmsted County,44.003429,-92.406722,5,676,1,37,10,500,18,17,0,2
ROCHESTER W2 P5|130,Olmsted County,44.003429,-92.406722,5,500,2,66,8,411,12,39,0,3
ROCHESTER W2 P6|132,Olmsted County,44.003429,-92.406722,5,378,0,27,5,344,3,10,1,3
ROCHESTER W2 P7|134,Olmsted County,44.003429,-92.406722,6,932,1,61,16,646,28,48,0,2
ROCHESTER W2 P8|136,Olmsted County,44.003429,-92.406722,8,724,2,72,26,723,22,43,0,1
ROCHESTER W3 P1|140,Olmsted County,44.003429,-92.406722,9,501,0,75,7,474,22,49,1,2
ROCHESTER W3 P2|142,Olmsted County,44.003429,-92.406722,7,661,2,71,19,594,13,32,1,4
ROCHESTER W3 P3|144,Olmsted County,44.003429,-92.406722,1,519,0,48,17,454,18,23,0,3
ROCHESTER W3 P4|146,Olmsted County,44.003429,-92.406722,5,623,0,47,29,448,15,23,0,2
ROCHESTER W3 P5|148,Olmsted County,44.003429,-92.406722,3,1118,1,69,23,863,21,63,0,5
ROCHESTER W3 P6|150,Olmsted County,44.003429,-92.406722,5,547,0,72,14,503,18,46,0,5
ROCHESTER W3 P7|152,Olmsted County,44.003429,-92.406722,4,881,1,124,18,707,15,75,0,5
ROCHESTER W4 P1|154,Olmsted County,44.003429,-92.406722,1,844,2,54,19,428,12,20,1,2
ROCHESTER W4 P2|156,Olmsted County,44.003429,-92.406722,2,308,0,27,10,154,7,12,1,1
ROCHESTER W4 P3|158,Olmsted County,44.003429,-92.406722,2,383,0,35,35,307,9,33,2,8
ROCHESTER W4 P4|160,Olmsted County,44.003429,-92.406722,3,410,1,36,18,314,19,29,1,7
ROCHESTER W4 P5|162,Olmsted County,44.003429,-92.406722,4,569,1,37,37,337,15,26,3,5
ROCHESTER W4 P6|164,Olmsted County,44.003429,-92.406722,1,260,1,8,2,85,1,7,0,2
ROCHESTER W4 P7|166,Olmsted County,44.003429,-92.406722,3,539,6,53,13,453,10,21,0,9
ROCHESTER W4 P8|168,Olmsted County,44.003429,-92.406722,3,356,1,30,14,332,7,13,1,3
ROCHESTER W4 P9|170,Olmsted County,44.003429,-92.406722,2,68,0,6,1,119,3,0,0,1
ROCHESTER W5 P1|172,Olmsted County,44.003429,-92.406722,5,710,1,47,29,483,16,27,1,6
ROCHESTER W5 P2|174,Olmsted County,44.003429,-92.406722,6,501,0,48,24,399,8,20,1,4
ROCHESTER W5 P3|176,Olmsted County,44.003429,-92.406722,8,824,2,63,28,651,24,64,1,9
ROCHESTER W5 P4|178,Olmsted County,44.003429,-92.406722,8,735,1,57,18,535,15,45,0,3
ROCHESTER W5 P5|180,Olmsted County,44.003429,-92.406722,7,792,0,99,20,753,19,48,1,3
ROCHESTER W5 P6|182,Olmsted County,44.003429,-92.406722,1,377,2,40,13,285,5,18,0,2
ROCHESTER W5 P7|184,Olmsted County,44.003429,-92.406722,12,927,0,70,21,792,19,59,0,7
ROCHESTER W5 P8|186,Olmsted County,44.003429,-92.406722,2,208,2,25,3,168,5,12,0,2
ROCHESTER W6 P1|194,Olmsted County,44.003429,-92.406722,7,850,1,79,15,769,17,46,1,12
ROCHESTER W6 P2|196,Olmsted County,44.003429,-92.406722,5,864,1,74,30,654,17,39,1,2
ROCHESTER W6 P3|198,Olmsted County,44.003429,-92.406722,4,558,0,52,22,405,8,23,2,5
ROCHESTER W6 P4|200,Olmsted County,44.003429,-92.406722,7,746,0,70,34,503,9,31,1,3
ROCHESTER W6 P5|202,Olmsted County,44.003429,-92.406722,5,305,0,30,25,192,6,13,1,3
ROCHESTER W6 P6|204,Olmsted County,44.003429,-92.406722,4,323,1,37,13,255,10,25,0,7
ROCHESTER W6 P7|206,Olmsted County,44.003429,-92.406722,6,733,0,54,17,525,14,22,0,6
ROCHESTER W6 P8|208,Olmsted County,44.003429,-92.406722,3,334,1,39,14,315,9,12,1,0
ROCK DELL TWP.|215,Olmsted County,44.003429,-92.406722,0,106,0,11,0,280,2,6,1,1
SALEM TWP.|220,Olmsted County,44.003429,-92.406722,0,205,1,22,9,442,9,13,0,1
STEWARTVILLE|225,Olmsted County,44.003429,-92.406722,14,1031,2,138,34,1828,29,71,2,13
VIOLA TWP.|230,Olmsted County,44.003429,-92.406722,1,93,0,11,2,220,1,4,0,3
AASTAD TWP|5,Otter Tail County,46.405725,-95.714578,0,29,0,2,0,81,0,4,0,0
AMOR TWP|10,Otter Tail County,46.405725,-95.714578,0,99,0,13,2,164,2,3,0,1
AURDAL TWP|15,Otter Tail County,46.405725,-95.714578,4,260,1,26,8,616,5,14,1,2
BATTLE LAKE|20,Otter Tail County,46.405725,-95.714578,1,177,0,13,2,270,4,6,1,0
BLOWERS TWP|25,Otter Tail County,46.405725,-95.714578,1,33,0,2,3,102,1,1,0,0
BLUFFTON TWP|35,Otter Tail County,46.405725,-95.714578,0,39,0,3,2,190,2,6,0,0
BLUFFTON|30,Otter Tail County,46.405725,-95.714578,1,14,0,3,1,90,4,1,0,0
BUSE TWP|40,Otter Tail County,46.405725,-95.714578,1,54,0,10,0,233,1,7,0,2
BUTLER TWP|45,Otter Tail County,46.405725,-95.714578,0,23,0,1,0,140,0,1,0,2
CANDOR TWP|50,Otter Tail County,46.405725,-95.714578,0,96,0,9,4,257,3,4,0,0
CARLISLE TWP|55,Otter Tail County,46.405725,-95.714578,0,14,0,5,4,74,2,0,0,0
CLITHERALL TWP|65,Otter Tail County,46.405725,-95.714578,1,109,0,10,2,210,2,5,0,1
CLITHERALL|60,Otter Tail County,46.405725,-95.714578,0,10,0,2,0,20,0,0,0,2
COMPTON TWP|70,Otter Tail County,46.405725,-95.714578,1,80,1,8,1,273,0,9,0,1
CORLISS TWP|75,Otter Tail County,46.405725,-95.714578,2,60,0,14,0,245,3,4,0,0
DALTON|80,Otter Tail County,46.405725,-95.714578,0,35,1,7,0,81,0,1,0,1
DANE PRAIRIE TWP|85,Otter Tail County,46.405725,-95.714578,2,155,0,16,2,401,1,3,0,1
DEAD LAKE TWP|90,Otter Tail County,46.405725,-95.714578,0,78,0,13,2,209,2,1,0,0
DEER CREEK TWP|100,Otter Tail County,46.405725,-95.714578,1,42,0,10,3,131,0,4,0,0
DEER CREEK|95,Otter Tail County,46.405725,-95.714578,0,30,0,3,0,108,0,0,0,3
DENT|105,Otter Tail County,46.405725,-95.714578,0,24,0,5,0,56,0,2,0,1
DORA TWP|110,Otter Tail County,46.405725,-95.714578,1,169,0,23,2,284,1,6,0,0
DUNN TWP|115,Otter Tail County,46.405725,-95.714578,0,195,0,9,0,360,2,5,0,1
EAGLE LAKE TWP|120,Otter Tail County,46.405725,-95.714578,1,93,0,14,1,137,2,7,0,0
EASTERN TWP|125,Otter Tail County,46.405725,-95.714578,0,44,0,6,2,86,0,3,0,0
EDNA TWP|130,Otter Tail County,46.405725,-95.714578,5,151,0,11,3,406,3,5,0,1
EFFINGTON TWP|135,Otter Tail County,46.405725,-95.714578,0,23,0,2,0,99,2,5,0,1
ELIZABETH TWP|145,Otter Tail County,46.405725,-95.714578,1,160,0,18,3,315,7,8,0,1
ELIZABETH|140,Otter Tail County,46.405725,-95.714578,0,20,0,1,3,60,0,0,0,0
ELMO TWP|150,Otter Tail County,46.405725,-95.714578,0,37,0,4,2,115,1,1,0,0
ERHARDS GROVE TWP|160,Otter Tail County,46.405725,-95.714578,0,64,0,10,1,162,0,5,0,0
ERHARD|155,Otter Tail County,46.405725,-95.714578,0,15,0,1,0,37,0,2,0,1
EVERTS TWP|165,Otter Tail County,46.405725,-95.714578,3,213,0,11,2,312,6,0,0,2
FERGUS FALLS TWP|210,Otter Tail County,46.405725,-95.714578,4,141,0,17,4,390,7,15,1,0
FERGUS FALLS W-1 P-1|170,Otter Tail County,46.405725,-95.714578,8,262,1,22,8,431,1,12,1,4
FERGUS FALLS W-1 P-2|175,Otter Tail County,46.405725,-95.714578,3,209,1,31,4,456,8,10,0,0
FERGUS FALLS W-2 P-1|180,Otter Tail County,46.405725,-95.714578,5,270,0,28,9,552,6,21,1,0
FERGUS FALLS W-2 P-2|185,Otter Tail County,46.405725,-95.714578,3,310,0,28,5,583,8,17,0,4
FERGUS FALLS W-3 P-1|190,Otter Tail County,46.405725,-95.714578,5,287,0,35,5,480,6,16,1,1
FERGUS FALLS W-3 P-2|195,Otter Tail County,46.405725,-95.714578,4,323,0,31,3,487,9,16,1,2
FERGUS FALLS W-4 P-1|200,Otter Tail County,46.405725,-95.714578,4,288,1,31,10,528,5,23,1,1
FERGUS FALLS W-4 P-2|205,Otter Tail County,46.405725,-95.714578,5,261,0,31,8,541,4,22,0,1
FOLDEN TWP|215,Otter Tail County,46.405725,-95.714578,0,39,0,0,2,118,0,5,0,1
FRIBERG TWP|220,Otter Tail County,46.405725,-95.714578,1,146,0,6,2,276,3,7,0,3
GIRARD TWP|225,Otter Tail County,46.405725,-95.714578,1,165,0,14,3,322,4,13,1,1
GORMAN TWP|230,Otter Tail County,46.405725,-95.714578,0,60,0,3,0,215,2,4,0,0
HENNING TWP|240,Otter Tail County,46.405725,-95.714578,1,58,0,13,1,131,2,8,0,1
HENNING|235,Otter Tail County,46.405725,-95.714578,0,95,0,20,7,252,0,13,0,3
HOBART TWP|245,Otter Tail County,46.405725,-95.714578,2,172,0,7,3,329,8,6,0,0
HOMESTEAD TWP|250,Otter Tail County,46.405725,-95.714578,0,43,0,3,3,143,2,3,0,0
INMAN TWP|255,Otter Tail County,46.405725,-95.714578,0,35,0,4,2,110,0,1,0,2
LEAF LAKE TWP|260,Otter Tail County,46.405725,-95.714578,1,80,0,16,3,245,1,5,0,3
LEAF MOUNTAIN TWP|265,Otter Tail County,46.405725,-95.714578,0,55,0,9,0,106,0,3,0,0
LIDA TWP|270,Otter Tail County,46.405725,-95.714578,0,206,1,18,5,271,2,7,1,1
MAINE TWP|275,Otter Tail County,46.405725,-95.714578,4,98,0,12,3,315,2,5,0,0
MAPLEWOOD TWP|280,Otter Tail County,46.405725,-95.714578,0,52,0,4,1,102,0,4,0,1
NEW YORK MILLS|290,Otter Tail County,46.405725,-95.714578,0,134,0,25,12,389,6,9,0,1
NEWTON TWP|285,Otter Tail County,46.405725,-95.714578,1,100,0,23,3,335,4,9,0,0
NIDAROS TWP|295,Otter Tail County,46.405725,-95.714578,0,80,0,9,2,134,0,3,0,1
NORWEGIAN GROVE TWP|300,Otter Tail County,46.405725,-95.714578,0,68,0,10,2,111,0,2,0,1
OAK VALLEY TWP|305,Otter Tail County,46.405725,-95.714578,3,34,0,7,2,136,1,4,0,1
ORWELL TWP|310,Otter Tail County,46.405725,-95.714578,0,32,0,6,0,71,0,1,0,0
OSCAR TWP|315,Otter Tail County,46.405725,-95.714578,0,27,0,1,3,68,4,8,0,1
OTTER TAIL TWP|325,Otter Tail County,46.405725,-95.714578,1,111,0,12,2,259,5,12,0,0
OTTERTAIL|320,Otter Tail County,46.405725,-95.714578,1,80,0,7,2,262,3,6,0,3
OTTO TWP|330,Otter Tail County,46.405725,-95.714578,3,64,0,15,2,272,1,7,0,0
PADDOCK TWP|335,Otter Tail County,46.405725,-95.714578,0,24,0,4,1,154,0,2,0,3
PARKERS PRAIRIE TWP|345,Otter Tail County,46.405725,-95.714578,0,45,0,5,2,157,3,8,0,0
PARKERS PRAIRIE|340,Otter Tail County,46.405725,-95.714578,1,143,0,12,3,334,3,7,1,1
PELICAN RAPIDS|355,Otter Tail County,46.405725,-95.714578,4,395,1,21,12,366,5,8,2,3
PELICAN TWP|350,Otter Tail County,46.405725,-95.714578,5,121,0,8,3,224,3,6,1,0
PERHAM TWP|365,Otter Tail County,46.405725,-95.714578,2,113,0,14,2,415,4,6,1,0
PERHAM|360,Otter Tail County,46.405725,-95.714578,8,381,0,59,17,1016,15,18,2,7
PINE LAKE TWP|370,Otter Tail County,46.405725,-95.714578,3,99,0,12,3,299,3,7,0,0
RICHVILLE|375,Otter Tail County,46.405725,-95.714578,0,10,0,1,2,28,0,0,0,0
ROTHSAY|380,Otter Tail County,46.405725,-95.714578,0,38,0,2,4,54,0,0,0,1
RUSH LAKE TWP|385,Otter Tail County,46.405725,-95.714578,2,151,1,18,6,439,4,6,0,2
SCAMBLER TWP|395,Otter Tail County,46.405725,-95.714578,0,106,0,11,2,185,1,1,0,1
ST OLAF TWP|390,Otter Tail County,46.405725,-95.714578,1,64,0,6,2,151,1,3,0,0
STAR LAKE TWP|400,Otter Tail County,46.405725,-95.714578,0,85,0,6,0,181,3,3,0,0
SVERDRUP TWP|405,Otter Tail County,46.405725,-95.714578,0,125,0,7,4,247,0,6,0,0
TORDENSKJOLD TWP|410,Otter Tail County,46.405725,-95.714578,1,103,0,8,0,201,1,8,0,1
TRONDHJEM TWP|415,Otter Tail County,46.405725,-95.714578,1,29,0,3,1,73,3,5,1,0
TUMULI TWP|420,Otter Tail County,46.405725,-95.714578,2,80,0,5,0,180,1,5,1,0
UNDERWOOD|425,Otter Tail County,46.405725,-95.714578,0,74,0,6,1,111,1,2,0,2
URBANK|430,Otter Tail County,46.405725,-95.714578,0,2,0,2,0,16,0,0,0,0
VERGAS|435,Otter Tail County,46.405725,-95.714578,1,57,0,3,2,135,0,3,1,1
VINING|440,Otter Tail County,46.405725,-95.714578,0,18,0,1,0,18,0,3,0,0
WADENA P-4|445,Otter Tail County,46.405725,-95.714578,0,12,0,2,1,53,0,0,0,0
WESTERN TWP|450,Otter Tail County,46.405725,-95.714578,0,10,0,0,0,57,0,0,0,0
WOODSIDE TWP|455,Otter Tail County,46.405725,-95.714578,1,25,0,1,1,101,4,4,0,0
BLACK RIVER TWP|5,Pennington County,48.069247,-96.037725,0,11,0,1,0,23,0,0,0,0
BRAY TWP|10,Pennington County,48.069247,-96.037725,0,9,0,1,0,23,0,1,0,0
CLOVERLEAF TWP|15,Pennington County,48.069247,-96.037725,0,9,0,1,0,43,0,1,0,0
DEER PARK TWP|20,Pennington County,48.069247,-96.037725,0,26,1,4,0,42,0,2,0,1
GOODRIDGE TWP|30,Pennington County,48.069247,-96.037725,0,7,0,0,0,30,0,1,0,0
GOODRIDGE|25,Pennington County,48.069247,-96.037725,0,17,0,3,0,30,0,0,0,1
HICKORY TWP|35,Pennington County,48.069247,-96.037725,0,20,0,1,0,28,0,0,0,0
HIGHLANDING TWP|40,Pennington County,48.069247,-96.037725,0,49,0,2,0,41,0,1,0,1
KRATKA TWP|45,Pennington County,48.069247,-96.037725,0,20,0,4,0,52,0,2,0,0
MAYFIELD TWP|50,Pennington County,48.069247,-96.037725,0,10,0,1,0,20,0,1,0,1
NORDEN TWP|55,Pennington County,48.069247,-96.037725,1,43,0,11,3,169,1,2,0,0
NORTH TWP|60,Pennington County,48.069247,-96.037725,3,115,1,20,4,215,2,7,0,0
NUMEDAL TWP|65,Pennington County,48.069247,-96.037725,0,5,0,1,0,38,1,1,0,0
POLK CENTRE TWP|70,Pennington County,48.069247,-96.037725,0,11,0,0,0,19,1,0,0,0
REINER TWP|75,Pennington County,48.069247,-96.037725,1,27,0,1,0,24,0,0,0,1
RIVER FALLS TWP|80,Pennington County,48.069247,-96.037725,1,18,0,2,2,80,0,5,0,0
ROCKSBURY TWP EAST|85,Pennington County,48.069247,-96.037725,1,102,0,16,0,183,0,6,0,2
ROCKSBURY TWP WEST|90,Pennington County,48.069247,-96.037725,0,79,0,5,3,197,2,10,0,1
SANDERS TWP|100,Pennington County,48.069247,-96.037725,0,32,0,11,0,120,2,2,0,0
SILVERTON TWP|105,Pennington County,48.069247,-96.037725,0,26,0,7,0,71,1,1,0,0
SMILEY TWP|110,Pennington County,48.069247,-96.037725,0,82,0,14,2,219,1,6,0,2
ST HILAIRE|95,Pennington County,48.069247,-96.037725,1,39,0,10,1,75,3,0,0,0
STAR TWP|115,Pennington County,48.069247,-96.037725,0,23,0,2,0,40,0,0,0,0
THIEF RIVER FALLS (1A)|120,Pennington County,48.069247,-96.037725,4,110,0,14,0,158,0,4,0,0
THIEF RIVER FALLS (1B)|125,Pennington County,48.069247,-96.037725,2,122,0,17,3,247,4,9,1,3
THIEF RIVER FALLS (2)|135,Pennington County,48.069247,-96.037725,5,231,0,51,6,399,7,13,0,6
THIEF RIVER FALLS (3A)|150,Pennington County,48.069247,-96.037725,0,161,0,20,4,214,2,2,0,1
THIEF RIVER FALLS (3B)|155,Pennington County,48.069247,-96.037725,2,135,0,18,4,219,2,8,0,1
THIEF RIVER FALLS (4)|165,Pennington County,48.069247,-96.037725,2,236,1,36,4,408,3,8,0,4
THIEF RIVER FALLS (5)|180,Pennington County,48.069247,-96.037725,3,356,0,40,10,549,11,11,0,5
WYANDOTTE TWP|195,Pennington County,48.069247,-96.037725,0,16,0,1,0,24,0,0,0,0
ARLONE TWP.|5,Pine County,46.10094,-92.763094,0,58,0,4,1,130,0,5,0,0
ARNA TWP.|10,Pine County,46.10094,-92.763094,1,13,0,3,0,44,0,0,0,0
ASKOV|15,Pine County,46.10094,-92.763094,0,74,0,3,0,80,1,0,0,2
BARRY TWP.|20,Pine County,46.10094,-92.763094,1,80,0,6,1,168,2,1,0,2
BIRCH CREEK TWP.|25,Pine County,46.10094,-92.763094,0,52,0,0,3,61,0,4,0,1
BREMEN TWP.|30,Pine County,46.10094,-92.763094,0,53,0,2,0,77,0,2,0,1
BROOK PARK TWP.|40,Pine County,46.10094,-92.763094,0,61,0,4,2,142,1,4,0,0
BROOK PARK|35,Pine County,46.10094,-92.763094,0,18,0,0,1,19,1,1,1,0
BRUNO TWP.|50,Pine County,46.10094,-92.763094,3,32,0,3,1,39,4,0,0,1
BRUNO|45,Pine County,46.10094,-92.763094,2,17,0,1,1,21,0,0,0,0
CHENGWATANA TWP.|55,Pine County,46.10094,-92.763094,0,162,0,18,6,321,5,5,0,2
CLOVER TWP.|60,Pine County,46.10094,-92.763094,1,53,0,3,2,131,2,10,0,1
CROSBY TWP.|65,Pine County,46.10094,-92.763094,0,20,0,0,0,28,0,1,0,0
DANFORTH TWP.|70,Pine County,46.10094,-92.763094,0,5,0,2,0,40,0,0,0,0
DELL GROVE TWP.|75,Pine County,46.10094,-92.763094,1,110,0,12,5,258,6,8,0,1
DENHAM|80,Pine County,46.10094,-92.763094,0,2,0,3,0,10,0,0,0,0
FINLAYSON TWP.|90,Pine County,46.10094,-92.763094,3,54,0,8,2,147,1,1,0,3
FINLAYSON|85,Pine County,46.10094,-92.763094,0,31,0,5,2,98,0,6,0,2
FLEMING TWP.|95,Pine County,46.10094,-92.763094,0,21,0,4,0,33,0,0,0,0
HENRIETTE|100,Pine County,46.10094,-92.763094,0,15,0,1,0,13,1,0,0,1
HINCKLEY TWP.|110,Pine County,46.10094,-92.763094,0,113,0,9,3,273,0,2,0,3
HINCKLEY|105,Pine County,46.10094,-92.763094,1,233,0,37,14,327,6,8,1,10
KERRICK TWP.|120,Pine County,46.10094,-92.763094,4,56,0,11,2,75,0,3,0,1
KERRICK|115,Pine County,46.10094,-92.763094,0,6,0,5,0,9,0,0,0,2
KETTLE RIVER TWP.|125,Pine County,46.10094,-92.763094,1,108,0,11,2,160,0,6,0,0
MISSION CREEK TWP.|135,Pine County,46.10094,-92.763094,0,73,0,9,6,196,4,3,0,1
MUNCH TWP.|140,Pine County,46.10094,-92.763094,0,41,0,6,0,104,0,1,0,0
NEW DOSEY TWP.|145,Pine County,46.10094,-92.763094,0,10,0,0,0,20,0,0,0,1
NICKERSON TWP.|150,Pine County,46.10094,-92.763094,1,26,0,5,0,48,0,1,0,0
NORMAN TWP.|155,Pine County,46.10094,-92.763094,0,68,0,4,3,84,0,1,0,0
OGEMA TWP.|160,Pine County,46.10094,-92.763094,1,68,0,3,5,53,0,1,0,0
PARK TWP.|165,Pine County,46.10094,-92.763094,0,8,0,0,0,10,0,1,0,0
PARTRIDGE TWP.|170,Pine County,46.10094,-92.763094,1,89,0,8,4,237,1,6,1,1
PINE CITY TWP.|185,Pine County,46.10094,-92.763094,4,227,0,35,8,473,0,13,0,1
PINE CITY|175,Pine County,46.10094,-92.763094,7,509,0,54,16,756,18,27,0,10
PINE LAKE TWP.|190,Pine County,46.10094,-92.763094,0,86,0,9,6,216,3,2,0,0
POKEGAMA TWP.|195,Pine County,46.10094,-92.763094,4,527,0,56,10,919,6,24,1,7
ROCK CREEK|200,Pine County,46.10094,-92.763094,6,236,0,26,10,557,4,11,1,7
ROYALTON TWP.|205,Pine County,46.10094,-92.763094,0,152,0,15,2,448,1,9,1,4
RUTLEDGE|207,Pine County,46.10094,-92.763094,0,31,0,0,0,54,0,0,0,4
SANDSTONE TWP.|215,Pine County,46.10094,-92.763094,1,92,0,5,6,276,3,6,0,1
SANDSTONE|210,Pine County,46.10094,-92.763094,2,224,2,25,6,281,3,6,2,1
STURGEON LAKE P-1|221,Pine County,46.10094,-92.763094,1,63,1,16,2,103,3,3,1,0
STURGEON LAKE P-2|223,Pine County,46.10094,-92.763094,0,3,0,0,0,0,0,0,0,0
STURGEON LAKE TWP.|225,Pine County,46.10094,-92.763094,0,63,0,4,7,98,0,0,0,1
WILLOW RIVER|230,Pine County,46.10094,-92.763094,0,83,0,6,1,81,0,2,0,2
WILMA TWP.|235,Pine County,46.10094,-92.763094,0,15,0,2,0,38,0,0,0,0
WINDEMERE TWP.|240,Pine County,46.10094,-92.763094,6,439,0,30,7,435,6,8,1,7
AETNA TWP.|5,Pipestone County,44.015361,-96.257015,1,24,0,3,1,89,1,1,0,0
ALTONA TWP.|10,Pipestone County,44.015361,-96.257015,0,15,0,3,0,53,1,3,0,0
BURKE TWP.|15,Pipestone County,44.015361,-96.257015,0,8,0,3,0,119,0,6,0,0
EDEN TWP.|20,Pipestone County,44.015361,-96.257015,2,30,0,5,1,112,0,1,0,0
EDGERTON|25,Pipestone County,44.015361,-96.257015,1,102,0,6,2,574,2,20,0,1
ELMER TWP.|30,Pipestone County,44.015361,-96.257015,0,9,0,3,0,110,0,3,0,0
FOUNTAIN PRAIRIE TWP.|35,Pipestone County,44.015361,-96.257015,0,12,0,2,0,86,0,1,0,0
GRANGE TWP.|40,Pipestone County,44.015361,-96.257015,2,12,0,3,0,103,0,0,0,1
GRAY TWP.|45,Pipestone County,44.015361,-96.257015,0,29,0,4,0,92,3,4,0,0
HATFIELD|50,Pipestone County,44.015361,-96.257015,0,5,0,0,0,11,0,0,0,1
HOLLAND|55,Pipestone County,44.015361,-96.257015,1,24,0,3,4,67,0,1,1,0
IHLEN|60,Pipestone County,44.015361,-96.257015,0,12,0,2,0,18,0,1,0,0
JASPER|65,Pipestone County,44.015361,-96.257015,1,95,0,10,2,141,0,0,0,0
OSBORNE TWP.|70,Pipestone County,44.015361,-96.257015,0,13,0,3,0,166,2,5,0,0
PIPESTONE PRECINCT 1|75,Pipestone County,44.015361,-96.257015,6,279,0,22,13,509,10,17,2,2
PIPESTONE PRECINCT 2|80,Pipestone County,44.015361,-96.257015,7,320,1,45,15,654,9,26,2,4
ROCK TWP.|100,Pipestone County,44.015361,-96.257015,0,14,0,0,1,58,0,1,0,0
RUTHTON|105,Pipestone County,44.015361,-96.257015,0,30,0,2,3,57,1,3,0,1
SWEET TWP.|110,Pipestone County,44.015361,-96.257015,2,43,0,4,1,134,0,1,0,0
